POZIOM;REGION;WOJ;PODREG;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA
5;1;10;17;07;08;2;Żarnów;gmina wiejska;2017-01-01
5;1;10;17;10;01;2;Aleksandrów;gmina wiejska;2017-01-01
5;1;10;17;10;02;2;Czarnocin;gmina wiejska;2017-01-01
5;1;10;17;10;03;2;Gorzkowice;gmina wiejska;2017-01-01
5;1;10;17;10;04;2;Grabica;gmina wiejska;2017-01-01
5;1;10;17;10;05;2;Łęki Szlacheckie;gmina wiejska;2017-01-01
5;1;10;17;10;06;2;Moszczenica;gmina wiejska;2017-01-01
5;1;10;17;10;07;2;Ręczno;gmina wiejska;2017-01-01
5;1;10;17;10;08;2;Rozprza;gmina wiejska;2017-01-01
5;1;10;17;10;09;3;Sulejów;gmina miejsko-wiejska;2017-01-01
5;1;10;17;10;09;4;Sulejów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;17;10;09;5;Sulejów;obszar wiejski;2017-01-01
5;1;10;17;10;10;2;Wola Krzysztoporska;gmina wiejska;2017-01-01
5;1;10;17;10;11;3;Wolbórz;gmina miejsko-wiejska;2017-01-01
5;1;10;17;10;11;4;Wolbórz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;17;10;11;5;Wolbórz;obszar wiejski;2017-01-01
5;1;10;17;12;01;1;Radomsko;gmina miejska;2017-01-01
5;1;10;17;12;02;2;Dobryszyce;gmina wiejska;2017-01-01
5;1;10;17;12;03;2;Gidle;gmina wiejska;2017-01-01
5;1;10;17;12;04;2;Gomunice;gmina wiejska;2017-01-01
5;1;10;17;12;05;3;Kamieńsk;gmina miejsko-wiejska;2017-01-01
5;1;10;17;12;05;4;Kamieńsk;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;17;12;05;5;Kamieńsk;obszar wiejski;2017-01-01
5;1;10;17;12;06;2;Kobiele Wielkie;gmina wiejska;2017-01-01
5;1;10;17;12;07;2;Kodrąb;gmina wiejska;2017-01-01
5;1;10;17;12;08;2;Lgota Wielka;gmina wiejska;2017-01-01
5;1;10;17;12;09;2;Ładzice;gmina wiejska;2017-01-01
5;1;10;17;12;10;2;Masłowice;gmina wiejska;2017-01-01
5;1;10;17;12;11;3;Przedbórz;gmina miejsko-wiejska;2017-01-01
5;1;10;17;12;11;4;Przedbórz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;17;12;11;5;Przedbórz;obszar wiejski;2017-01-01
5;1;10;17;12;12;2;Radomsko;gmina wiejska;2017-01-01
5;1;10;17;12;13;2;Wielgomłyny;gmina wiejska;2017-01-01
5;1;10;17;12;14;2;Żytno;gmina wiejska;2017-01-01
5;1;10;17;16;01;1;Tomaszów Mazowiecki;gmina miejska;2017-01-01
5;1;10;17;16;02;2;Będków;gmina wiejska;2017-01-01
5;1;10;17;16;03;2;Budziszewice;gmina wiejska;2017-01-01
5;1;10;17;16;04;2;Czerniewice;gmina wiejska;2017-01-01
5;1;10;17;16;05;2;Inowłódz;gmina wiejska;2017-01-01
5;1;10;17;16;06;2;Lubochnia;gmina wiejska;2017-01-01
5;1;10;17;16;07;2;Rokiciny;gmina wiejska;2017-01-01
5;1;10;17;16;08;2;Rzeczyca;gmina wiejska;2017-01-01
5;1;10;17;16;09;2;Tomaszów Mazowiecki;gmina wiejska;2017-01-01
5;1;10;17;16;10;2;Ujazd;gmina wiejska;2017-01-01
5;1;10;17;16;11;2;Żelechlinek;gmina wiejska;2017-01-01
5;1;10;17;62;01;1;Piotrków Trybunalski;gmina miejska;2017-01-01
5;1;10;18;03;01;2;Buczek;gmina wiejska;2017-01-01
5;1;10;18;03;02;3;Łask;gmina miejsko-wiejska;2017-01-01
5;1;10;18;03;02;4;Łask;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;03;02;5;Łask;obszar wiejski;2017-01-01
5;1;10;18;03;03;2;Sędziejowice;gmina wiejska;2017-01-01
5;1;10;18;03;04;2;Widawa;gmina wiejska;2017-01-01
5;1;10;18;03;05;2;Wodzierady;gmina wiejska;2017-01-01
5;1;10;18;09;01;3;Działoszyn;gmina miejsko-wiejska;2017-01-01
5;1;10;18;09;01;4;Działoszyn;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;09;01;5;Działoszyn;obszar wiejski;2017-01-01
5;1;10;18;09;02;2;Kiełczygłów;gmina wiejska;2017-01-01
5;1;10;18;09;03;2;Nowa Brzeźnica;gmina wiejska;2017-01-01
5;1;10;18;09;04;3;Pajęczno;gmina miejsko-wiejska;2017-01-01
5;1;10;18;09;04;4;Pajęczno;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;09;04;5;Pajęczno;obszar wiejski;2017-01-01
5;1;10;18;09;05;2;Rząśnia;gmina wiejska;2017-01-01
5;1;10;18;09;06;2;Siemkowice;gmina wiejska;2017-01-01
5;1;10;18;09;07;2;Strzelce Wielkie;gmina wiejska;2017-01-01
5;1;10;18;09;08;2;Sulmierzyce;gmina wiejska;2017-01-01
5;1;10;18;11;01;2;Dalików;gmina wiejska;2017-01-01
5;1;10;18;11;02;2;Pęczniew;gmina wiejska;2017-01-01
5;1;10;18;11;03;3;Poddębice;gmina miejsko-wiejska;2017-01-01
5;1;10;18;11;03;4;Poddębice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;11;03;5;Poddębice;obszar wiejski;2017-01-01
5;1;10;18;11;04;3;Uniejów;gmina miejsko-wiejska;2017-01-01
5;1;10;18;11;04;4;Uniejów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;11;04;5;Uniejów;obszar wiejski;2017-01-01
5;1;10;18;11;05;2;Wartkowice;gmina wiejska;2017-01-01
5;1;10;18;11;06;2;Zadzim;gmina wiejska;2017-01-01
5;1;10;18;14;01;1;Sieradz;gmina miejska;2017-01-01
5;1;10;18;14;02;3;Błaszki;gmina miejsko-wiejska;2017-01-01
5;1;10;18;14;02;4;Błaszki;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;14;02;5;Błaszki;obszar wiejski;2017-01-01
5;1;10;18;14;03;2;Brąszewice;gmina wiejska;2017-01-01
5;1;10;18;14;04;2;Brzeźnio;gmina wiejska;2017-01-01
5;1;10;18;14;05;2;Burzenin;gmina wiejska;2017-01-01
5;1;10;18;14;06;2;Goszczanów;gmina wiejska;2017-01-01
5;1;10;18;14;07;2;Klonowa;gmina wiejska;2017-01-01
5;1;10;18;14;08;2;Sieradz;gmina wiejska;2017-01-01
5;1;10;18;14;09;3;Warta;gmina miejsko-wiejska;2017-01-01
5;1;10;18;14;09;4;Warta;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;14;09;5;Warta;obszar wiejski;2017-01-01
5;1;10;18;14;10;2;Wróblew;gmina wiejska;2017-01-01
5;1;10;18;14;11;3;Złoczew;gmina miejsko-wiejska;2017-01-01
5;1;10;18;14;11;4;Złoczew;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;14;11;5;Złoczew;obszar wiejski;2017-01-01
5;1;10;18;17;01;2;Biała;gmina wiejska;2017-01-01
5;1;10;18;17;02;2;Czarnożyły;gmina wiejska;2017-01-01
5;1;10;18;17;03;2;Konopnica;gmina wiejska;2017-01-01
5;1;10;18;17;04;2;Mokrsko;gmina wiejska;2017-01-01
5;1;10;18;17;05;2;Osjaków;gmina wiejska;2017-01-01
5;1;10;18;17;06;2;Ostrówek;gmina wiejska;2017-01-01
5;1;10;18;17;07;2;Pątnów;gmina wiejska;2017-01-01
5;1;10;18;17;08;2;Skomlin;gmina wiejska;2017-01-01
5;1;10;18;17;09;3;Wieluń;gmina miejsko-wiejska;2017-01-01
5;1;10;18;17;09;4;Wieluń;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;17;09;5;Wieluń;obszar wiejski;2017-01-01
5;1;10;18;17;10;2;Wierzchlas;gmina wiejska;2017-01-01
5;1;10;18;18;01;2;Bolesławiec;gmina wiejska;2017-01-01
5;1;10;18;18;02;2;Czastary;gmina wiejska;2017-01-01
5;1;10;18;18;03;2;Galewice;gmina wiejska;2017-01-01
5;1;10;18;18;04;2;Lututów;gmina wiejska;2017-01-01
5;1;10;18;18;05;2;Łubnice;gmina wiejska;2017-01-01
5;1;10;18;18;06;2;Sokolniki;gmina wiejska;2017-01-01
5;1;10;18;18;07;3;Wieruszów;gmina miejsko-wiejska;2017-01-01
5;1;10;18;18;07;4;Wieruszów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;18;07;5;Wieruszów;obszar wiejski;2017-01-01
5;1;10;18;19;01;1;Zduńska Wola;gmina miejska;2017-01-01
5;1;10;18;19;02;3;Szadek;gmina miejsko-wiejska;2017-01-01
5;1;10;18;19;02;4;Szadek;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;18;19;02;5;Szadek;obszar wiejski;2017-01-01
5;1;10;18;19;03;2;Zapolice;gmina wiejska;2017-01-01
5;1;10;18;19;04;2;Zduńska Wola;gmina wiejska;2017-01-01
5;1;10;19;02;01;1;Kutno;gmina miejska;2017-01-01
5;1;10;19;02;02;2;Bedlno;gmina wiejska;2017-01-01
5;1;10;19;02;03;2;Dąbrowice;gmina wiejska;2017-01-01
5;1;10;19;02;04;3;Krośniewice;gmina miejsko-wiejska;2017-01-01
5;1;10;19;02;04;4;Krośniewice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;19;02;04;5;Krośniewice;obszar wiejski;2017-01-01
5;1;10;19;02;05;2;Krzyżanów;gmina wiejska;2017-01-01
5;1;10;19;02;06;2;Kutno;gmina wiejska;2017-01-01
5;1;10;19;02;07;2;Łanięta;gmina wiejska;2017-01-01
5;1;10;19;02;08;2;Nowe Ostrowy;gmina wiejska;2017-01-01
5;1;10;19;02;09;2;Oporów;gmina wiejska;2017-01-01
5;1;10;19;02;10;2;Strzelce;gmina wiejska;2017-01-01
5;1;10;19;02;11;3;Żychlin;gmina miejsko-wiejska;2017-01-01
5;1;10;19;02;11;4;Żychlin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;19;02;11;5;Żychlin;obszar wiejski;2017-01-01
5;1;10;19;04;01;1;Łęczyca;gmina miejska;2017-01-01
5;1;10;19;04;02;2;Daszyna;gmina wiejska;2017-01-01
5;1;10;19;04;03;2;Góra Świętej Małgorzaty;gmina wiejska;2017-01-01
5;1;10;19;04;04;2;Grabów;gmina wiejska;2017-01-01
5;1;10;19;04;05;2;Łęczyca;gmina wiejska;2017-01-01
5;1;10;19;04;06;2;Piątek;gmina wiejska;2017-01-01
5;1;10;19;04;07;2;Świnice Warckie;gmina wiejska;2017-01-01
5;1;10;19;04;08;2;Witonia;gmina wiejska;2017-01-01
5;1;10;19;05;01;1;Łowicz;gmina miejska;2017-01-01
5;1;10;19;05;02;2;Bielawy;gmina wiejska;2017-01-01
5;1;10;19;05;03;2;Chąśno;gmina wiejska;2017-01-01
5;1;10;19;05;04;2;Domaniewice;gmina wiejska;2017-01-01
5;1;10;19;05;05;2;Kiernozia;gmina wiejska;2017-01-01
5;1;10;19;05;06;2;Kocierzew Południowy;gmina wiejska;2017-01-01
5;1;10;19;05;07;2;Łowicz;gmina wiejska;2017-01-01
5;1;10;19;05;08;2;Łyszkowice;gmina wiejska;2017-01-01
5;1;10;19;05;09;2;Nieborów;gmina wiejska;2017-01-01
5;1;10;19;05;10;2;Zduny;gmina wiejska;2017-01-01
5;1;10;19;13;01;1;Rawa Mazowiecka;gmina miejska;2017-01-01
5;1;10;19;13;02;3;Biała Rawska;gmina miejsko-wiejska;2017-01-01
5;1;10;19;13;02;4;Biała Rawska;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;10;19;13;02;5;Biała Rawska;obszar wiejski;2017-01-01
5;1;10;19;13;03;2;Cielądz;gmina wiejska;2017-01-01
5;1;10;19;13;04;2;Rawa Mazowiecka;gmina wiejska;2017-01-01
5;1;10;19;13;05;2;Regnów;gmina wiejska;2017-01-01
5;1;10;19;13;06;2;Sadkowice;gmina wiejska;2017-01-01
5;1;10;19;15;01;2;Bolimów;gmina wiejska;2017-01-01
5;1;10;19;15;02;2;Głuchów;gmina wiejska;2017-01-01
5;1;10;19;15;03;2;Godzianów;gmina wiejska;2017-01-01
5;1;10;19;15;04;2;Kowiesy;gmina wiejska;2017-01-01
5;1;10;19;15;05;2;Lipce Reymontowskie;gmina wiejska;2017-01-01
5;1;10;19;15;06;2;Maków;gmina wiejska;2017-01-01
5;1;10;19;15;07;2;Nowy Kawęczyn;gmina wiejska;2017-01-01
5;1;10;19;15;08;2;Skierniewice;gmina wiejska;2017-01-01
5;1;10;19;15;09;2;Słupia;gmina wiejska;2017-01-01
5;1;10;19;63;01;1;Skierniewice;gmina miejska;2017-01-01
5;1;14;25;02;01;1;Ciechanów;gmina miejska;2017-01-01
5;1;14;25;02;02;2;Ciechanów;gmina wiejska;2017-01-01
5;1;14;25;02;03;3;Glinojeck;gmina miejsko-wiejska;2017-01-01
5;1;14;25;02;03;4;Glinojeck;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;25;02;03;5;Glinojeck;obszar wiejski;2017-01-01
5;1;14;25;02;04;2;Gołymin-Ośrodek;gmina wiejska;2017-01-01
5;1;14;25;02;05;2;Grudusk;gmina wiejska;2017-01-01
5;1;14;25;02;06;2;Ojrzeń;gmina wiejska;2017-01-01
5;1;14;25;02;07;2;Opinogóra Górna;gmina wiejska;2017-01-01
5;1;14;25;02;08;2;Regimin;gmina wiejska;2017-01-01
5;1;14;25;02;09;2;Sońsk;gmina wiejska;2017-01-01
5;1;14;25;13;01;1;Mława;gmina miejska;2017-01-01
5;1;14;25;13;02;2;Dzierzgowo;gmina wiejska;2017-01-01
5;1;14;25;13;03;2;Lipowiec Kościelny;gmina wiejska;2017-01-01
5;1;14;25;13;04;2;Radzanów;gmina wiejska;2017-01-01
5;1;14;25;13;05;2;Strzegowo;gmina wiejska;2017-01-01
5;1;14;25;13;06;2;Stupsk;gmina wiejska;2017-01-01
5;1;14;25;13;07;2;Szreńsk;gmina wiejska;2017-01-01
5;1;14;25;13;08;2;Szydłowo;gmina wiejska;2017-01-01
5;1;14;25;13;09;2;Wieczfnia Kościelna;gmina wiejska;2017-01-01
5;1;14;25;13;10;2;Wiśniewo;gmina wiejska;2017-01-01
5;1;14;25;20;01;1;Płońsk;gmina miejska;2017-01-01
5;1;14;25;20;02;1;Raciąż;gmina miejska;2017-01-01
5;1;14;25;20;03;2;Baboszewo;gmina wiejska;2017-01-01
5;1;14;25;20;04;2;Czerwińsk nad Wisłą;gmina wiejska;2017-01-01
5;1;14;25;20;05;2;Dzierzążnia;gmina wiejska;2017-01-01
5;1;14;25;20;06;2;Joniec;gmina wiejska;2017-01-01
5;1;14;25;20;07;2;Naruszewo;gmina wiejska;2017-01-01
5;1;14;25;20;08;2;Nowe Miasto;gmina wiejska;2017-01-01
5;1;14;25;20;09;2;Płońsk;gmina wiejska;2017-01-01
5;1;14;25;20;10;2;Raciąż;gmina wiejska;2017-01-01
5;1;14;25;20;11;2;Sochocin;gmina wiejska;2017-01-01
5;1;14;25;20;12;2;Załuski;gmina wiejska;2017-01-01
5;1;14;25;24;01;2;Gzy;gmina wiejska;2017-01-01
5;1;14;25;24;02;2;Obryte;gmina wiejska;2017-01-01
5;1;14;25;24;03;2;Pokrzywnica;gmina wiejska;2017-01-01
5;1;14;25;24;04;3;Pułtusk;gmina miejsko-wiejska;2017-01-01
5;1;14;25;24;04;4;Pułtusk;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;25;24;04;5;Pułtusk;obszar wiejski;2017-01-01
5;1;14;25;24;05;2;Świercze;gmina wiejska;2017-01-01
5;1;14;25;24;06;2;Winnica;gmina wiejska;2017-01-01
5;1;14;25;24;07;2;Zatory;gmina wiejska;2017-01-01
5;1;14;25;37;01;3;Bieżuń;gmina miejsko-wiejska;2017-01-01
5;1;14;25;37;01;4;Bieżuń;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;25;37;01;5;Bieżuń;obszar wiejski;2017-01-01
5;1;14;25;37;02;2;Kuczbork-Osada;gmina wiejska;2017-01-01
5;1;14;25;37;03;2;Lubowidz;gmina wiejska;2017-01-01
5;1;14;25;37;04;2;Lutocin;gmina wiejska;2017-01-01
5;1;14;25;37;05;2;Siemiątkowo;gmina wiejska;2017-01-01
5;1;14;25;37;06;3;Żuromin;gmina miejsko-wiejska;2017-01-01
5;1;14;25;37;06;4;Żuromin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;25;37;06;5;Żuromin;obszar wiejski;2017-01-01
5;1;14;26;11;01;1;Maków Mazowiecki;gmina miejska;2017-01-01
5;1;14;26;11;02;2;Czerwonka;gmina wiejska;2017-01-01
5;1;14;26;11;03;2;Karniewo;gmina wiejska;2017-01-01
5;1;14;26;11;04;2;Krasnosielc;gmina wiejska;2017-01-01
5;1;14;26;11;05;2;Młynarze;gmina wiejska;2017-01-01
5;1;14;26;11;06;2;Płoniawy-Bramura;gmina wiejska;2017-01-01
5;1;14;26;11;07;3;Różan;gmina miejsko-wiejska;2017-01-01
5;1;14;26;11;07;4;Różan;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;26;11;07;5;Różan;obszar wiejski;2017-01-01
5;1;14;26;11;08;2;Rzewnie;gmina wiejska;2017-01-01
5;1;14;26;11;09;2;Sypniewo;gmina wiejska;2017-01-01
5;1;14;26;11;10;2;Szelków;gmina wiejska;2017-01-01
5;1;14;26;15;01;2;Baranowo;gmina wiejska;2017-01-01
5;1;14;26;15;02;2;Czarnia;gmina wiejska;2017-01-01
5;1;14;26;15;03;2;Czerwin;gmina wiejska;2017-01-01
5;1;14;26;15;04;2;Goworowo;gmina wiejska;2017-01-01
5;1;14;26;15;05;2;Kadzidło;gmina wiejska;2017-01-01
5;1;14;26;15;06;2;Lelis;gmina wiejska;2017-01-01
5;1;14;26;15;07;2;Łyse;gmina wiejska;2017-01-01
5;1;14;26;15;08;3;Myszyniec;gmina miejsko-wiejska;2017-01-01
5;1;14;26;15;08;4;Myszyniec;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;26;15;08;5;Myszyniec;obszar wiejski;2017-01-01
5;1;14;26;15;09;2;Olszewo-Borki;gmina wiejska;2017-01-01
5;1;14;26;15;10;2;Rzekuń;gmina wiejska;2017-01-01
5;1;14;26;15;11;2;Troszyn;gmina wiejska;2017-01-01
5;1;14;26;16;01;1;Ostrów Mazowiecka;gmina miejska;2017-01-01
5;1;14;26;16;02;2;Andrzejewo;gmina wiejska;2017-01-01
5;1;14;26;16;03;2;Boguty-Pianki;gmina wiejska;2017-01-01
5;1;14;26;16;04;3;Brok;gmina miejsko-wiejska;2017-01-01
5;1;14;26;16;04;4;Brok;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;26;16;04;5;Brok;obszar wiejski;2017-01-01
5;1;14;26;16;05;2;Małkinia Górna;gmina wiejska;2017-01-01
5;1;14;26;16;06;2;Nur;gmina wiejska;2017-01-01
5;1;14;26;16;07;2;Ostrów Mazowiecka;gmina wiejska;2017-01-01
5;1;14;26;16;08;2;Stary Lubotyń;gmina wiejska;2017-01-01
5;1;14;26;16;09;2;Szulborze Wielkie;gmina wiejska;2017-01-01
5;1;14;26;16;10;2;Wąsewo;gmina wiejska;2017-01-01
5;1;14;26;16;11;2;Zaręby Kościelne;gmina wiejska;2017-01-01
5;1;14;26;22;01;1;Przasnysz;gmina miejska;2017-01-01
5;1;14;26;22;02;3;Chorzele;gmina miejsko-wiejska;2017-01-01
5;1;14;26;22;02;4;Chorzele;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;26;22;02;5;Chorzele;obszar wiejski;2017-01-01
5;1;14;26;22;03;2;Czernice Borowe;gmina wiejska;2017-01-01
5;1;14;26;22;04;2;Jednorożec;gmina wiejska;2017-01-01
5;1;14;26;22;05;2;Krasne;gmina wiejska;2017-01-01
5;1;14;26;22;06;2;Krzynowłoga Mała;gmina wiejska;2017-01-01
5;1;14;26;22;07;2;Przasnysz;gmina wiejska;2017-01-01
5;1;14;26;35;01;2;Brańszczyk;gmina wiejska;2017-01-01
5;1;14;26;35;02;2;Długosiodło;gmina wiejska;2017-01-01
5;1;14;26;35;03;2;Rząśnik;gmina wiejska;2017-01-01
5;1;14;26;35;04;2;Somianka;gmina wiejska;2017-01-01
5;1;14;26;35;05;3;Wyszków;gmina miejsko-wiejska;2017-01-01
5;1;14;26;35;05;4;Wyszków;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;26;35;05;5;Wyszków;obszar wiejski;2017-01-01
5;1;14;26;35;06;2;Zabrodzie;gmina wiejska;2017-01-01
5;1;14;26;61;01;1;Ostrołęka;gmina miejska;2017-01-01
5;1;14;27;01;01;3;Białobrzegi;gmina miejsko-wiejska;2017-01-01
5;1;14;27;01;01;4;Białobrzegi;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;27;01;01;5;Białobrzegi;obszar wiejski;2017-01-01
5;1;14;27;01;02;2;Promna;gmina wiejska;2017-01-01
5;1;14;27;01;03;2;Radzanów;gmina wiejska;2017-01-01
5;1;14;27;01;04;2;Stara Błotnica;gmina wiejska;2017-01-01
5;1;14;27;01;05;2;Stromiec;gmina wiejska;2017-01-01
5;1;14;27;01;06;3;Wyśmierzyce;gmina miejsko-wiejska;2017-01-01
5;1;14;27;01;06;4;Wyśmierzyce;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;27;01;06;5;Wyśmierzyce;obszar wiejski;2017-01-01
5;1;14;27;07;01;2;Garbatka-Letnisko;gmina wiejska;2017-01-01
5;1;14;27;07;02;2;Głowaczów;gmina wiejska;2017-01-01
5;1;14;27;07;03;2;Gniewoszów;gmina wiejska;2017-01-01
5;1;14;27;07;04;2;Grabów nad Pilicą;gmina wiejska;2017-01-01
5;1;14;27;07;05;3;Kozienice;gmina miejsko-wiejska;2017-01-01
5;1;14;27;07;05;4;Kozienice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;27;07;05;5;Kozienice;obszar wiejski;2017-01-01
5;1;14;27;07;06;2;Magnuszew;gmina wiejska;2017-01-01
5;1;14;27;07;07;2;Sieciechów;gmina wiejska;2017-01-01
5;1;14;27;09;01;2;Chotcza;gmina wiejska;2017-01-01
5;1;14;27;09;02;2;Ciepielów;gmina wiejska;2017-01-01
5;1;14;27;09;03;3;Lipsko;gmina miejsko-wiejska;2017-01-01
5;1;14;27;09;03;4;Lipsko;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;27;09;03;5;Lipsko;obszar wiejski;2017-01-01
5;1;14;27;09;04;2;Rzeczniów;gmina wiejska;2017-01-01
5;1;14;27;09;05;2;Sienno;gmina wiejska;2017-01-01
5;1;14;27;09;06;2;Solec nad Wisłą;gmina wiejska;2017-01-01
5;1;14;27;23;01;2;Borkowice;gmina wiejska;2017-01-01
5;1;14;27;23;02;2;Gielniów;gmina wiejska;2017-01-01
5;1;14;27;23;03;2;Klwów;gmina wiejska;2017-01-01
5;1;14;27;23;04;2;Odrzywół;gmina wiejska;2017-01-01
5;1;14;27;23;05;2;Potworów;gmina wiejska;2017-01-01
5;1;14;27;23;06;3;Przysucha;gmina miejsko-wiejska;2017-01-01
5;1;14;27;23;06;4;Przysucha;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;27;23;06;5;Przysucha;obszar wiejski;2017-01-01
5;1;14;27;23;07;2;Rusinów;gmina wiejska;2017-01-01
5;1;14;27;23;08;2;Wieniawa;gmina wiejska;2017-01-01
5;1;14;27;25;01;1;Pionki;gmina miejska;2017-01-01
5;1;14;27;25;02;2;Gózd;gmina wiejska;2017-01-01
5;1;14;27;25;03;3;Iłża;gmina miejsko-wiejska;2017-01-01
5;1;14;27;25;03;4;Iłża;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;27;25;03;5;Iłża;obszar wiejski;2017-01-01
5;1;14;27;25;04;2;Jastrzębia;gmina wiejska;2017-01-01
5;1;14;27;25;05;2;Jedlińsk;gmina wiejska;2017-01-01
5;1;14;27;25;06;2;Jedlnia-Letnisko;gmina wiejska;2017-01-01
5;1;14;27;25;07;2;Kowala;gmina wiejska;2017-01-01
5;1;14;27;25;08;2;Pionki;gmina wiejska;2017-01-01
5;1;14;27;25;09;2;Przytyk;gmina wiejska;2017-01-01
5;1;14;27;25;10;3;Skaryszew;gmina miejsko-wiejska;2017-01-01
5;1;14;27;25;10;4;Skaryszew;miasto w gminie miejsko-wiejskiej;2017-01-01
5;1;14;27;25;10;5;Skaryszew;obszar wiejski;2017-01-01
5;1;14;27;25;11;2;Wierzbica;gmina wiejska;2017-01-01
5;1;14;27;25;12;2;Wolanów;gmina wiejska;2017-01-01
5;1;14;27;25;13;2;Zakrzew;gmina wiejska;2017-01-01
5;1;14;27;30;01;2;Chlewiska;gmina wiejska;2017-01-01
5;1;14;27;30;02;2;Jastrząb;gmina wiejska;2017-01-01
5;1;14;27;30;03;2;Mirów;gmina wiejska;2017-01-01
5;1;14;27;30;04;2;Orońsko;gmina wiejska;2017-01-01
5;1;14;27;30;05;3;Szydłowiec;gmina miejsko-wiejska;2017-01-01
